movieid,title,audienceScore,rating,ratingContents,releaseDateTheaters,releaseDateStreaming,runtimeMinutes,genre,originalLanguage,director,boxOffice,distributor,soundType
ellen_ripley_myth_brave_james_bond,Ellen Ripley Myth Brave James Bond,66.0,R,"['Some Sexual References', 'Language']",2009-09-18,2010-03-16,128.0,"Comedy, Drama, Romance",French (France),William Gage,$1.0M,IFC Films,
frodo_baggins_scarlett_o'hara_the_joker,Frodo Baggins Scarlett O'Hara The Joker,,,,,,85.0,Horror,English,Abigail Hicks,,,
emerald_elegant_mystic,Emerald Elegant Mystic,,,,2022-07-08,,99.0,Drama,English,Mattie Jackson,,,
john_mcclane_hulk_darth_vader,John McClane Hulk Darth Vader,,,,,,,,,Augusta Daniel,,,
myriad_katniss_everdeen,Myriad Katniss Everdeen,,,,,,110.0,"Crime, Drama",French,Crystal East,,,
dream_journey,Dream Journey,,,,,,90.0,Romance,English,Eileen Connors,,,
e.t._destiny,E.T. Destiny,,,,,,95.0,Sci-fi,English,Jordan Bryson,,,
lara_croft_sorcerer_secret_black_widow,Lara Croft Sorcerer Secret Black Widow,41.0,,,1987-08-07,2009-09-08,105.0,Fantasy,English,Dale Jones,$16.3M,"Cannon Films, Warner Home Vídeo",Surround
hulk_annie_hall_e.t.,Hulk Annie Hall E.T.,,,,,,60.0,Documentary,English,Keisha Newman,,,
gandalf_the_grey_epic_superman_han_solo,Gandalf the Grey Epic Superman Han Solo,71.0,,,,2021-03-30,110.0,"Mystery & thriller, Horror",Indonesian,Greg Mora,,,
travis_bickle_don_vito_corleone_t-800_morpheus,Travis Bickle Don Vito Corleone T-800 Morpheus,61.0,PG-13,"['Language', 'Brief Drug Use', 'Sensuality', 'Some Violence', 'Thematic Elements']",2017-05-12,2017-09-05,99.0,Drama,English,Phuong Gonzalez,$6.2M,BH Tilt,
lara_croft_dorothy_gale_james_bond_bruce_wayne,Lara Croft Dorothy Gale James Bond Bruce Wayne,54.0,,,,2000-03-14,104.0,Romance,English,Ethel Messina,$614.2K,,Surround
don_vito_corleone_luke_skywalker_james_t._kirk,Don Vito Corleone Luke Skywalker James T. Kirk,75.0,,,,2010-02-14,69.0,"Crime, Drama",English,Sara Pettis,,,
wondrous_michael_corleone_sapphire_luke_skywalker,Wondrous Michael Corleone Sapphire Luke Skywalker,69.0,,,2003-10-08,,100.0,"Comedy, Drama",Hebrew,Doris Melcher,,,
frodo_baggins_ellen_ripley,Frodo Baggins Ellen Ripley,79.0,,,,2010-09-28,124.0,War,English,Scott Carder,,,Surround
jack_sparrow_miracle_legend_tyler_durden,Jack Sparrow Miracle Legend Tyler Durden,,,,,2017-04-12,96.0,"Comedy, Drama",English,Cherry Ramos,,,
treasure_infinite_james_bond_evoke,Treasure Infinite James Bond Evoke,,,,,,137.0,"Action, Drama",Arabic,Richard Morse,,,
sherlock_holmes_hannibal_lecter_heroic,Sherlock Holmes Hannibal Lecter Heroic,46.0,PG,"['Thematic Elements', 'Language']",2012-05-11,2014-02-18,96.0,Drama,English,Emanuel Dunbar,,Myriad Pictures,
vito_corleone_wolverine_fantastic_jack_sparrow,Vito Corleone Wolverine Fantastic Jack Sparrow,90.0,,,2018-09-14,2018-09-14,101.0,"Mystery & thriller, Comedy",English,Linda Troyer,,Freestyle Digital Media,
rocky_balboa_whirlwind_captain_jack_sparrow_don_vito_corleone,Rocky Balboa Whirlwind Captain Jack Sparrow Don Vito Corleone,,,,,2019-01-03,110.0,Drama,Korean,Deborah Mckeon,,,
celestial_michael_corleone_velvet,Celestial Michael Corleone Velvet,53.0,,,,2009-06-23,95.0,"Mystery & thriller, Drama",French (Canada),Rosemary White,,,Dolby Digital
heroic_dream_vivid,Heroic Dream Vivid,,,,,,61.0,Documentary,Chinese,Sam Fix,,,
enigma_enigma_vito_corleone,Enigma Enigma Vito Corleone,22.0,PG-13,"['Some Language', 'Violence']",2011-09-09,2012-01-01,94.0,"Crime, Drama, Mystery & thriller",English,Jacqueline Hughes,,World Wrestling Entertainment,
rocky_balboa_dorothy_gale_captain_america,Rocky Balboa Dorothy Gale Captain America,,,,,,95.0,"Sci-fi, Fantasy, Animation",,Joseph Brooks,,,
vito_corleone_cosmic_jack_torrance,Vito Corleone Cosmic Jack Torrance,,,,2020-10-31,,,Documentary,English,Allison Mcgaugh,,,
dorothy_gale_moonlit_whisper,Dorothy Gale Moonlit Whisper,94.0,,,1957-05-28,2005-05-10,125.0,Drama,English,Peter Blackman,,Warner Bros.,
iron_man_wonder_superman_katniss_everdeen,Iron Man Wonder Superman Katniss Everdeen,,,,,,106.0,Drama,Japanese,Calvin Currin,,,
t-800_katniss_everdeen_marty_mcfly,T-800 Katniss Everdeen Marty McFly,80.0,,,,,91.0,"Drama, Mystery & thriller, War",German,Dixie Cardwell,,,
james_t._kirk_john_mcclane_brave,James T. Kirk John McClane Brave,,,,,,80.0,Adventure,English (United Kingdom),Judith Brock,,,
edward_scissorhands_luke_skywalker_ellen_ripley,Edward Scissorhands Luke Skywalker Ellen Ripley,60.0,,,,,90.0,"Kids & family, Adventure, Animation",English,Xiomara Harp,,,
don_vito_corleone_myth_edward_scissorhands,Don Vito Corleone Myth Edward Scissorhands,81.0,,,,2013-12-03,74.0,"Adventure, Animation",English,Steven Weekley,,,
hannibal_lecter_e.t._hulk_fantasy,Hannibal Lecter E.T. Hulk Fantasy,86.0,PG-13,"['Some Sensuality', 'Drug References', 'Brief Language']",2001-07-27,2002-03-26,114.0,"Romance, Comedy",Italian,Russel Lutz,$5.3M,First Look,"Dolby SR, DTS, Dolby Stereo, Surround, Dolby A, Dolby Digital"
wonder_woman_oracle,Wonder Woman Oracle,38.0,R,"['Language', 'Gore', 'Nudity', 'Sexuality', 'Strong Horror Violence']",2006-12-25,2007-04-03,90.0,"Holiday, Horror",English,Jeffrey Lester,$16.2M,Metro-Goldwyn-Mayer,"SDDS, DTS, Dolby SRD"
t-800_epic_tony_montana,T-800 Epic Tony Montana,22.0,R,"['Some Drug Use', 'Language Throughout', 'Graphic Nudity', 'Strong Sexual Content']",2010-04-23,2010-09-14,90.0,"Drama, Comedy",English,Lorenzo Huelskamp,$1.8K,IFC Films,
treasure_scarlett_o'hara_dorothy_gale,Treasure Scarlett O'Hara Dorothy Gale,,,,,2019-08-03,90.0,Mystery & thriller,English,Anthony Seely,,,
michael_corleone_phenomenal_the_joker,Michael Corleone Phenomenal The Joker,80.0,,,,,,,,Anita Speir,,,
captain_america_pirate_rick_blaine_illusion,Captain America Pirate Rick Blaine Illusion,,,,,,99.0,Action,,Beverly Lopez,,,
frodo_baggins_quest_darth_vader,Frodo Baggins Quest Darth Vader,54.0,R,"['Language', 'Brief Drug Use', 'Some Sexuality/Nudity']",2016-04-22,2016-08-09,97.0,"Comedy, Drama",English,Russell Adams,$4.2M,Roadside Attractions,
trinity_wolverine_eon_jack_torrance,Trinity Wolverine Eon Jack Torrance,92.0,,,,2022-11-29,60.0,"Adventure, Animation, Holiday, Kids & family, Comedy",English,Mary Olney,,,
marvelous_rocky_balboa_the_bride,Marvelous Rocky Balboa The Bride,77.0,,,,,82.0,Drama,English,Jeanie Hunt,,,
gandalf_the_grey_spectacular_miracle_hermione_granger,Gandalf the Grey Spectacular Miracle Hermione Granger,,,,,,85.0,"Documentary, Biography",English,Joseph Brooks,,,
darth_vader_terminator_velvet,Darth Vader Terminator Velvet,,,,,,90.0,Drama,Spanish,Celestine Smith,,,
jack_sparrow_dorothy_gale_sherlock_holmes,Jack Sparrow Dorothy Gale Sherlock Holmes,,,,,,71.0,Documentary,English,Joseph Brooks,,,
indiana_jones_chronicles_neo,Indiana Jones Chronicles Neo,,,,,,139.0,"Adventure, Fantasy, Anime",Japanese,Courtney Davis,,,
chronicles_tony_montana_sorcerer,Chronicles Tony Montana Sorcerer,,,,,2022-03-01,70.0,Documentary,English,Jonathan Miles,,,
phenomenal_mythical_indiana_jones,Phenomenal Mythical Indiana Jones,,,,,,130.0,"Comedy, Drama",Japanese,Louise Garcia,,,
james_bond_galaxy,James Bond Galaxy,79.0,,,1970-10-20,2004-03-23,115.0,Drama,French (Canada),Christopher Mulherin,,,
zephyr_tony_montana_morpheus,Zephyr Tony Montana Morpheus,70.0,,,,,109.0,Drama,Spanish,Jason Whittle,,,
harmony_ellen_ripley_crown,Harmony Ellen Ripley Crown,,,,,2007-10-09,87.0,Comedy,English,Lester Weathers,,,
tony_montana_dream_enigma_john_mcclane,Tony Montana Dream Enigma John McClane,,,,,,,,,Augusta Daniel,,,
darth_vader_the_joker_vito_corleone_wanderer,Darth Vader The Joker Vito Corleone Wanderer,83.0,,,,2020-12-19,80.0,Mystery & thriller,English,Marion Rosario,,,
trinity_jack_sparrow_treasure,Trinity Jack Sparrow Treasure,29.0,,,2015-01-09,2015-03-03,92.0,Comedy,English,Edward Hopson,,,
stardust_james_bond_forrest_gump_hermione_granger,Stardust James Bond Forrest Gump Hermione Granger,76.0,,,2020-07-07,2020-07-07,56.0,Documentary,English,Marina Freeman,,Gravitas Ventures,
wondrous_tyler_durden_dorothy_gale_beneath,Wondrous Tyler Durden Dorothy Gale Beneath,,,,,,76.0,Comedy,English,Edward Cox,,,
silent_willy_wonka,Silent Willy Wonka,33.0,,,1982-11-12,2015-05-07,110.0,Drama,English,Donna Tressler,,,
riddle_vito_corleone_han_solo,Riddle Vito Corleone Han Solo,63.0,,,,2012-11-13,8.0,"Kids & family, Comedy, Adventure, Animation",English,Roland Peru,,,
john_mcclane_jon_snow_mystery_the_terminator,John McClane Jon Snow Mystery The Terminator,,,,,,90.0,Action,Spanish,Joseph Twigg,,,
glimmer_galaxy_luke_skywalker,Glimmer Galaxy Luke Skywalker,,,,,2019-07-13,87.0,Comedy,French (Canada),Andre Mobley,,,
hulk_james_t._kirk_darth_vader,Hulk James T. Kirk Darth Vader,65.0,,,,2017-11-07,73.0,Documentary,English,David Sklar,,,
norman_bates_wonder_james_bond_incredible,Norman Bates Wonder James Bond Incredible,78.0,,,,2004-03-16,92.0,Drama,Spanish,Juanita Mccall,,,
james_bond_starlight_mystic,James Bond Starlight Mystic,,,,,2019-07-11,124.0,Romance,Telugu,Anna Radsky,,,
mystique_epic_gandalf_the_grey_phenomenal,Mystique Epic Gandalf the Grey Phenomenal,70.0,,,2002-04-19,,92.0,Drama,French (Canada),Lidia Sanders,,,"Dolby SR, Dolby Digital, Dolby A, Dolby Stereo"
whirlwind_han_solo_don_vito_corleone_crown,Whirlwind Han Solo Don Vito Corleone Crown,,,,,,80.0,"Comedy, Drama",English,Christina Sultemeier,,,
astonish_gandalf_the_grey_majestic,Astonish Gandalf the Grey Majestic,,,,,,93.0,Mystery & thriller,English,Kevin Alverez,,,
vivid_rick_blaine_hermione_granger_fantastic,Vivid Rick Blaine Hermione Granger Fantastic,56.0,,,,2017-10-16,94.0,Action,Chinese,Raphael Mcleary,,,
fortune_ellen_ripley_t-800_enchant,Fortune Ellen Ripley T-800 Enchant,23.0,R,"['Violence', 'Brief Language', 'Some Strong Sexuality', 'Nudity']",,,95.0,Mystery & thriller,English,Joseph Brooks,,,
golden_magician,Golden Magician,22.0,,,,2002-05-14,93.0,Western,English,Michelle Porter,,,
tony_stark_vito_corleone_tony_montana_golden,Tony Stark Vito Corleone Tony Montana Golden,,,,,2021-05-03,107.0,"Drama, War",Spanish,Manuel Ranger,,,
indiana_jones_brave_moonlit,Indiana Jones Brave Moonlit,,,,,,72.0,Documentary,English,Son Cook,,,
dorothy_gale_michael_corleone_ellis_redding,Dorothy Gale Michael Corleone Ellis Redding,81.0,,,1948-12-23,2007-06-05,112.0,War,English,Claude Strain,,,
t-800_magic_james_bond_phenomenal,T-800 Magic James Bond Phenomenal,46.0,PG-13,"['Language', 'Comic Horror Violence', 'Sexual Content', 'Smoking', 'Some Drug Use']",2012-05-11,2012-10-02,112.0,"Comedy, Fantasy",English,Shirley Bowen,$79.7M,Warner Bros. Pictures,"Dolby Digital, SDDS, Datasat"
incredible_scarlett_o'hara_heroic,Incredible Scarlett O'Hara Heroic,,,,,,75.0,Mystery & thriller,Italian,Ernest Haugen,,,
tony_montana_harry_potter,Tony Montana Harry Potter,,,,1975-08-07,,97.0,Mystery & thriller,English,Cory Buchanan,,RKO Radio Pictures,
mr._miyagi_heroic_hulk_vito_corleone,Mr. Miyagi Heroic Hulk Vito Corleone,40.0,,,,2017-05-22,97.0,Drama,Romanian,Carole Hodges,,,
enigma_rocky_balboa_morpheus_harry_potter,Enigma Rocky Balboa Morpheus Harry Potter,70.0,,,,,74.0,Documentary,English,Jerold Reid,,,
ferris_bueller_fortune_indiana_jones,Ferris Bueller Fortune Indiana Jones,82.0,PG-13,['Brief Pin-Up Nudity'],2005-03-23,2005-07-12,135.0,Documentary,English,Deborah Pratt,$209.6K,ThinkFilm,Dolby
journey_wonder_galaxy_bruce_wayne,Journey Wonder Galaxy Bruce Wayne,31.0,,,,2020-07-26,96.0,Drama,English,Richard Clevenger,,,
miracle_mystique_mystery,Miracle Mystique Mystery,,,,,2020-10-06,22.0,Comedy,Telugu,Ashley Estelle,,,
trinity_han_solo_darth_vader_rick_blaine,Trinity Han Solo Darth Vader Rick Blaine,59.0,,,2021-06-04,2021-06-04,98.0,"Mystery & thriller, Drama",English,James Blair,,Lionsgate Films,Dolby Digital
marvelous_katniss_everdeen,Marvelous Katniss Everdeen,,,,,,50.0,"Crime, Drama",,Tony Smith,,,
pirate_myth,Pirate Myth,67.0,R,"['Language', 'Violence', 'Strong Sexual Content']",2001-12-26,2002-06-11,111.0,Drama,English,Joshua Kohm,$31.3M,Lionsgate Films,"Dolby A, Surround, Dolby Digital, Dolby Stereo, Dolby SR, SDDS"
hulk_ethereal_miracle_courageous,Hulk Ethereal Miracle Courageous,25.0,,,,2018-10-09,89.0,Horror,Spanish,Annette Tennies,,,
adventure_indiana_jones_forrest_gump,Adventure Indiana Jones Forrest Gump,84.0,,,1992-05-08,2004-04-20,89.0,Documentary,English,Trisha Calvert,$19.1K,,
legendary_hannibal_lecter_sherlock_holmes_tony_stark,Legendary Hannibal Lecter Sherlock Holmes Tony Stark,,,,,,90.0,Documentary,English,Sandra Dahnke,,,
bruce_wayne_terminator_marty_mcfly_hannibal_lecter,Bruce Wayne Terminator Marty McFly Hannibal Lecter,,,,,2018-01-23,93.0,"Crime, Drama",Arabic,Timothy Ford,,,
darth_vader_dracula_glorious,Darth Vader Dracula Glorious,,,,,2017-05-04,83.0,Drama,English,Grace Taylor,,,
t-800_marvelous_gandalf_the_grey_v,T-800 Marvelous Gandalf the Grey V,78.0,PG-13,"['Language', 'Intense Thematic Elements', 'Violence']",2002-02-15,2002-07-16,118.0,Drama,English,Rita Hawthorne,$71.0M,New Line Cinema,"Dolby SR, DTS, Dolby Stereo, SDDS, DTS-ES, Dolby A, Surround, Dolby Digital"
wolverine_vito_corleone_travis_bickle_don_vito_corleone,Wolverine Vito Corleone Travis Bickle Don Vito Corleone,89.0,,,,2020-12-31,101.0,Drama,English,Benjamin Thompson,$1.9M,,
michael_corleone_escape_heroic,Michael Corleone Escape Heroic,,,,,,,,,Mary Kassing,,,
tyler_durden_mr._miyagi_captain_jack_sparrow,Tyler Durden Mr. Miyagi Captain Jack Sparrow,,,,1996-10-09,2006-11-28,60.0,Documentary,Arabic,Duane Lopez,,,
jon_snow_crystal_tony_montana_ellen_ripley,Jon Snow Crystal Tony Montana Ellen Ripley,53.0,,,,2003-05-20,97.0,Western,English,Andrew Lindsey,,,
enchant_james_t._kirk_frodo_baggins_dream,Enchant James T. Kirk Frodo Baggins Dream,48.0,,,,2012-01-17,93.0,Drama,Inuktitut,Jerry Whitenton,,,
katniss_everdeen_quest_crown,Katniss Everdeen Quest Crown,50.0,,,,,130.0,Mystery & thriller,Russian,Armando Boudreaux,,,
labyrinth_tyler_durden_ethereal_enigma,Labyrinth Tyler Durden Ethereal Enigma,,,,,,67.0,Documentary,English,Christina Witt,,,
tony_montana_scarlett_o'hara_secret_gandalf,Tony Montana Scarlett O'Hara Secret Gandalf,36.0,R,"['Drug and Alcohol Use', 'All Involving Teens', 'Violence', 'Language', 'Nudity', 'Strong Sexual Content']",,2005-11-29,85.0,Drama,English,Barbara Schooley,,,Dolby
destiny_don_vito_corleone_frodo_baggins,Destiny Don Vito Corleone Frodo Baggins,38.0,,,,,96.0,Mystery & thriller,English,Vicki Barrera,,,
chronicles_legend_ethereal,Chronicles Legend Ethereal,,,,,,90.0,Drama,English,Joseph Brooks,,,
hulk_james_bond_v,Hulk James Bond V,,,,,2014-07-15,90.0,"Adventure, Drama",French (Canada),Cheryl Wiggen,,,
bruce_wayne_hulk_stardust_hidden,Bruce Wayne Hulk Stardust Hidden,96.0,,,,2017-10-10,,,,Louise Campuzano,,,
katniss_everdeen_jack_torrance_ferris_bueller_forrest_gump,Katniss Everdeen Jack Torrance Ferris Bueller Forrest Gump,,,,,2016-11-05,98.0,"Drama, War",Korean,Albertha Reyes,,,
wolverine_marvelous_michael_corleone_riddle,Wolverine Marvelous Michael Corleone Riddle,27.0,,,,2018-01-07,93.0,Action,English,Ida Austin,,,Stereo
destiny_sherlock_holmes,Destiny Sherlock Holmes,,,,,2019-11-15,80.0,Documentary,English,Harold Newmark,,,
wondrous_moonlit_magician_rick_blaine,Wondrous Moonlit Magician Rick Blaine,64.0,,,1982-05-26,2003-01-01,100.0,Mystery & thriller,English,James King,,,
iron_man_enigma_don_vito_corleone,Iron Man Enigma Don Vito Corleone,40.0,,,1937-06-04,2014-05-13,119.0,Biography,English,Many Sutton,,Metro-Goldwyn-Mayer,
katniss_everdeen_dream_wanderer_travis_bickle,Katniss Everdeen Dream Wanderer Travis Bickle,46.0,R,['Language'],2014-06-13,2014-09-30,98.0,Drama,English,Kenneth Mather,$40.8K,IFC Films,
starlight_trinity_whirlwind_captain_jack_sparrow,Starlight Trinity Whirlwind Captain Jack Sparrow,,,,,,60.0,Documentary,English,Kim Stringer,,,
illusion_anakin_skywalker,Illusion Anakin Skywalker,49.0,,,,2016-11-18,90.0,Documentary,English,Priscilla Cockrill,,,
scarlett_o'hara_james_bond_secret_enigma,Scarlett O'Hara James Bond Secret Enigma,,,,,,88.0,"Comedy, Horror",English,Joseph Brooks,,,
rick_blaine_dorothy_gale_holly_golightly,Rick Blaine Dorothy Gale Holly Golightly,78.0,,,2016-02-26,2017-02-26,95.0,"Documentary, Adventure, Biography",English (United Kingdom),Frank Carbajal,$30.9K,Mark Stewart Productions,
norman_bates_forrest_gump_travis_bickle,Norman Bates Forrest Gump Travis Bickle,23.0,R,"['Language', 'Drug Use', 'Sexual References', 'Some Graphic Nudity']",2017-12-22,2018-03-20,135.0,"Comedy, Drama, Sci-fi, Fantasy",English,John Murrell,$24.4M,Paramount Pictures,Dolby Digital
john_mcclane_sherlock_holmes_galaxy,John McClane Sherlock Holmes Galaxy,17.0,,,1963-08-21,2017-05-22,97.0,Drama,English,Marlene Nichols,,United Artists,
michael_corleone_escape,Michael Corleone Escape,,,,,,,,,Augusta Daniel,,,
whimsical_golden_dorothy_gale,Whimsical Golden Dorothy Gale,39.0,,,,2018-05-25,94.0,"Romance, Comedy, Adventure",English,Brian Travelstead,,,
morpheus_infinite_michael_corleone_forrest_gump,Morpheus Infinite Michael Corleone Forrest Gump,,,,,2017-04-04,195.0,"Romance, Drama",Hindi,Hans Moody,,,
james_t._kirk_sorcerer_lost_john_wick,James T. Kirk Sorcerer Lost John Wick,,,,,,149.0,Drama,Hungarian,Joy Greenberg,,,
whimsical_hiccup_crystal,Whimsical Hiccup Crystal,80.0,,,,2020-01-02,90.0,"Mystery & thriller, Comedy",English,Shirley Larson,,,
the_dracula_eon_beneath,The Dracula Eon Beneath,,,,,,85.0,Drama,English,Karen Wiley,,,
stardust_bruce_wayne_neo_enigma,Stardust Bruce Wayne Neo Enigma,19.0,,,,2018-10-07,80.0,"Crime, Drama, Action, Mystery & thriller",English,Earnest Riddell,,,
jack_sparrow_radiant_darth_vader,Jack Sparrow Radiant Darth Vader,,,,,,120.0,"Romance, Comedy",English,Randy Kahan,,,
captain_america_rocky_balboa,Captain America Rocky Balboa,49.0,,,,2007-03-13,89.0,"Comedy, Drama, Crime",English,Kyle Jackson,,,Surround
harry_potter_marty_mcfly_superman_hulk,Harry Potter Marty McFly Superman Hulk,92.0,,,1962-01-22,2006-01-10,144.0,"Crime, Drama",Japanese,Paul Warner,,,Mono
enigma_hulk_golden_james_bond,Enigma Hulk Golden James Bond,,,,,,98.0,Drama,French (France),Donna Simpson,,,
vito_corleone_magic_legendary,Vito Corleone Magic Legendary,100.0,,,,,,,,Augusta Daniel,,,
eon_velvet_island,Eon Velvet Island,44.0,,,2022-03-18,2022-06-14,109.0,Drama,Hebrew,Patricia Marin,$52.6K,Kino Lorber,
jon_snow_morpheus_voyage_harry_potter,Jon Snow Morpheus Voyage Harry Potter,,,,,,95.0,Documentary,,John Burnett,,,
illusion_james_t._kirk_fantastic_iron_man,Illusion James T. Kirk Fantastic Iron Man,50.0,,,,,93.0,"Adventure, War",English,Frances Ostler,,,
sorcerer_oracle_darth_vader,Sorcerer Oracle Darth Vader,,,,,,54.0,Documentary,English,Valerie Brito,,,
marty_mcfly_galaxy_pirate,Marty McFly Galaxy Pirate,37.0,,,,2014-01-07,95.0,Action,English,Travis Sweeney,,,
tony_montana_morpheus,Tony Montana Morpheus,,,,,,110.0,Comedy,Spanish,Amy Cameron,,,
golden_fantasy_don_vito_corleone_dorothy_gale,Golden Fantasy Don Vito Corleone Dorothy Gale,,,,,2019-03-29,123.0,"Crime, Drama, Mystery & thriller",English,Mike Kibler,,,
supreme_pirate_ferris_bueller,Supreme Pirate Ferris Bueller,,,,,,,,,Joseph Brooks,,,
gandalf_hermione_granger_cosmic_jason_bourne,Gandalf Hermione Granger Cosmic Jason Bourne,,,,,,120.0,Sci-fi,German,Kirk Ellsworth,,,
mystique_whisper_aurora_sapphire,Mystique Whisper Aurora Sapphire,23.0,,,2009-10-02,2020-08-11,126.0,"Musical, Comedy",Hindi,Taryn Pollard,$124.6K,Big Pictures,
tony_stark_luke_skywalker_scarlett_o'hara,Tony Stark Luke Skywalker Scarlett O'Hara,,,,,,,,,Augusta Daniel,,,
surreal_frodo_baggins_enchant_golden,Surreal Frodo Baggins Enchant Golden,,,,,,150.0,Drama,English,Joseph Brooks,,,
witch_rick_blaine_captain_jack_sparrow,Witch Rick Blaine Captain Jack Sparrow,,,,,,80.0,"Action, Crime, Drama",English,Daniel Dennis,,,
mr._miyagi_john_wick_princess_leia_james_bond,Mr. Miyagi John Wick Princess Leia James Bond,,,,,,120.0,Musical,,Joseph Brooks,,,
jack_torrance_galaxy_holly_golightly,Jack Torrance Galaxy Holly Golightly,58.0,,,1949-08-01,2013-03-18,93.0,Drama,English,Katrina Robinson,,Columbia Pictures,
mystic_annie_hall_luke_skywalker_gandalf,Mystic Annie Hall Luke Skywalker Gandalf,,,,,,68.0,"Romance, Comedy",English,Anthony Martin,,,
anakin_skywalker_harmony_darth_vader,Anakin Skywalker Harmony Darth Vader,,,,,,93.0,"Drama, Animation",French (France),Benjamin Fondren,,,
tony_montana_courageous_ellen_ripley,Tony Montana Courageous Ellen Ripley,38.0,,,,2017-01-28,90.0,Adventure,English,Christopher Desmond,,,
gollum_john_mcclane,Gollum John McClane,,,,,,89.0,Drama,English,Felix Talbert,,,
the_bride_majestic_katniss_everdeen_holly_golightly,The Bride Majestic Katniss Everdeen Holly Golightly,77.0,,,1962-05-14,,84.0,Drama,English,Gertrude Baro,,Pathé Films,
han_solo_dracula_bruce_wayne_aurora,Han Solo Dracula Bruce Wayne Aurora,27.0,,,,,96.0,Drama,English,Kathleen Gutierrez,,,
